Image-name,"ROI Type 0 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 1 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 2 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 3 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 4 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 5 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 6 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type
2018081310132216_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1441,1499,1846,1450,1851,1487,1446,1537,"[0,0,0,0,1,0,0]",1,1913,2220,2009,2203,2016,2241,1919,2258,"[0,0,0,0,0,1,0]",1,2039,2204,2142,2184,2149,2222,2046,2242,"[0,0,0,0,0,0,1]"
2018081310133221_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2044,903,2457,1020,2446,1058,2034,941,"[0,0,0,0,1,0,0]",1,2230,1718,2311,1751,2297,1784,2217,1751,"[0,0,0,0,0,1,0]",1,2344,1764,2445,1800,2432,1838,2331,1802,"[0,0,0,0,0,0,1]"
2018081310134523_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,1,0,0]",1,2047,1106,2148,1117,2144,1159,2042,1148,"[0,0,0,0,0,1,0]",1,2182,1121,2259,1126,2257,1157,2180,1152,"[0,0,0,0,0,0,1]"
2018081310141231_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1992,1492,2435,1470,2437,1522,1995,1544,"[0,0,0,0,1,0,0]",1,2409,2244,2507,2240,2510,2286,2411,2290,"[0,0,0,0,0,1,0]",1,2545,2237,2649,2233,2650,2263,2546,2267,"[0,0,0,0,0,0,1]"
2018081310141600_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2760,1829,2480,1797,2493,1680,2774,1713,"[0,0,0,0,1,0,0]",1,2502,1008,2410,997,2415,961,2506,971,"[0,0,0,0,0,1,0]",1,2368,990,2272,977,2275,952,2371,966,"[0,0,0,0,0,0,1]"
2018081310142134_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,1,0,0]",1,2516,1114,2611,1074,2628,1114,2533,1155,"[0,0,0,0,0,1,0]",1,2638,1063,2754,1021,2765,1053,2650,1095,"[0,0,0,0,0,0,1]"
2018081310143238_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2665,1611,2517,1631,2508,1562,2656,1543,"[0,0,0,0,1,0,0]",1,2215,891,2118,906,2112,867,2209,853,"[0,0,0,0,0,1,0]",1,2084,903,2004,913,2000,879,2079,868,"[0,0,0,0,0,0,1]"
2018081310144240_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2046,926,2320,1037,2284,1125,2010,1014,"[0,0,0,0,1,0,0]",1,2098,1792,2168,1823,2151,1864,2080,1833,"[0,0,0,0,0,1,0]",1,2216,1843,2308,1871,2297,1909,2205,1881,"[0,0,0,0,0,0,1]"
2018081310150849_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2367,1640,2265,1626,2269,1593,2372,1607,"[0,0,0,0,1,0,0]",1,2111,835,2021,821,2028,774,2118,788,"[0,0,0,0,0,1,0]",1,1980,813,1906,799,1912,767,1986,781,"[0,0,0,0,0,0,1]"
2018081310151651_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1983,1282,2077,1334,2057,1370,1963,1317,"[0,0,0,0,1,0,0]",1,1963,2132,2044,2173,2026,2210,1945,2169,"[0,0,0,0,0,1,0]",1,2077,2199,2139,2230,2124,2261,2062,2230,"[0,0,0,0,0,0,1]"
2018081310152354_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2639,2170,2290,2133,2294,2095,2643,2132,"[0,0,0,0,1,0,0]",1,2369,1370,2275,1357,2280,1316,2375,1328,"[0,0,0,0,0,1,0]",1,2243,1349,2139,1339,2142,1307,2246,1316,"[0,0,0,0,0,0,1]"
2018081310152755_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1880,937,1993,962,1986,996,1873,971,"[0,0,0,0,1,0,0]",1,2087,1761,2165,1778,2157,1816,2078,1799,"[0,0,0,0,0,1,0]",1,2212,1789,2288,1799,2283,1831,2208,1821,"[0,0,0,0,0,0,1]"
2018081310153157_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2788,1678,2692,1667,2696,1631,2791,1641,"[0,0,0,0,1,0,0]",1,2511,892,2419,882,2424,843,2515,854,"[0,0,0,0,0,1,0]",1,2383,880,2305,873,2308,839,2386,846,"[0,0,0,0,0,0,1]"
2018081310153501_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2464,1867,2367,1863,2368,1826,2465,1830,"[0,0,0,0,1,0,0]",1,2166,1070,2075,1066,2076,1022,2167,1026,"[0,0,0,0,0,1,0]",1,2032,1061,1954,1055,1957,1024,2034,1030,"[0,0,0,0,0,0,1]"
2018081310155261_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2768,1792,2664,1795,2663,1752,2767,1749,"[0,0,0,0,1,0,0]",1,2434,1011,2347,1001,2352,959,2439,969,"[0,0,0,0,0,1,0]",1,2304,993,2225,993,2225,963,2304,963,"[0,0,0,0,0,0,1]"
2018081310155402_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2725,1824,2459,1849,2448,1731,2714,1705,"[0,0,0,0,1,0,0]",1,2320,1089,2225,1095,2222,1048,2317,1042,"[0,0,0,0,0,1,0]",1,2183,1094,2083,1101,2081,1068,2180,1061,"[0,0,0,0,0,0,1]"
2018081310160303_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2676,1669,2586,1678,2583,1647,2673,1638,"[0,0,0,0,1,0,0]",1,2243,934,2152,943,2148,908,2239,899,"[0,0,0,0,0,1,0]",1,2117,949,2039,956,2036,924,2114,917,"[0,0,0,0,0,0,1]"
2018081310160665_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2090,1060,2236,1111,2221,1154,2075,1102,"[0,0,0,0,1,0,0]",1,2201,1909,2300,1946,2289,1975,2190,1939,"[0,0,0,0,0,1,0]",1,2335,1957,2437,1989,2428,2020,2325,1988,"[0,0,0,0,0,0,1]"
2018081310161067_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2716,1758,2613,1770,2609,1731,2711,1718,"[0,0,0,0,1,0,0]",1,2289,1022,2201,1028,2198,988,2286,982,"[0,0,0,0,0,1,0]",1,2168,1033,2079,1041,2076,1006,2165,998,"[0,0,0,0,0,0,1]"
2018081310161268_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2057,1005,2147,1038,2135,1071,2045,1038,"[0,0,0,0,1,0,0]",1,2154,1851,2236,1878,2225,1912,2143,1884,"[0,0,0,0,0,1,0]",1,2278,1886,2347,1911,2335,1944,2266,1919,"[0,0,0,0,0,0,1]"
