Image-name,"ROI Type 0 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 1 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 2 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 3 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 4 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 5 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 6 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type
2018081310144942_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2743,1377,2772,1768,2652,1777,2623,1386,"[0,0,0,1,0,0,0]",1,2078,1391,2096,1687,2058,1689,2040,1393,"[0,0,0,0,1,0,0]",1,1992,1909,2000,1995,1960,2000,1951,1913,"[0,0,0,0,0,1,0]",1,2004,2033,2009,2118,1978,2120,1973,2035,"[0,0,0,0,0,0,1]"
2018081310145844_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2514,1861,2163,1885,2155,1763,2505,1738,"[0,0,0,1,0,0,0]",1,2533,1185,2315,1204,2312,1168,2530,1149,"[0,0,0,0,1,0,0]",1,2006,1073,1957,1076,1956,1050,2004,1047,"[0,0,0,0,0,1,0]",1,1840,1083,1790,1085,1789,1067,1839,1064,"[0,0,0,0,0,0,1]"
2018081310163674_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2300,2031,1982,1956,2008,1845,2326,1919,"[0,0,0,1,0,0,0]",1,3018,2728,2551,2616,2570,2538,3037,2650,"[0,0,0,0,1,0,0]",1,2874,1908,2795,1883,2808,1839,2888,1864,"[0,0,0,0,0,1,0]",1,2749,1868,2677,1849,2685,1819,2757,1839,"[0,0,0,0,0,0,1]"
2018081310164578_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,3238,2065,2906,2085,2899,1974,3231,1954,"[0,0,0,1,0,0,0]",1,2481,2280,2039,2255,2041,2219,2483,2244,"[0,0,0,0,1,0,0]",1,2119,1475,2027,1468,2030,1434,2121,1441,"[0,0,0,0,0,1,0]",1,1989,1465,1881,1458,1883,1424,1991,1431,"[0,0,0,0,0,0,1]"
2018081310171286_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2507,1540,2531,1956,2421,1963,2397,1546,"[0,0,0,1,0,0,0]",1,2676,596,2708,1049,2666,1052,2633,599,"[0,0,0,0,1,0,0]",1,1932,1023,1935,1115,1887,1116,1884,1025,"[0,0,0,0,0,1,0]",1,1930,1148,1937,1230,1905,1233,1898,1151,"[0,0,0,0,0,0,1]"
2018081310171688_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2494,1476,2464,1738,2328,1722,2358,1461,"[0,0,0,1,0,0,0]",1,2706,2275,2653,2569,2608,2561,2661,2266,"[0,0,0,0,1,0,0]",1,1869,2522,1858,2614,1801,2608,1812,2515,"[0,0,0,0,0,1,0]",1,1850,2650,1833,2731,1789,2722,1806,2641,"[0,0,0,0,0,0,1]"
2018081310173296_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2395,1551,2163,1550,2164,1426,2396,1427,"[0,0,0,1,0,0,0]",1,3266,1679,2952,1709,2948,1665,3262,1635,"[0,0,0,0,1,0,0]",1,2909,969,2828,976,2825,933,2906,926,"[0,0,0,0,0,1,0]",1,2787,980,2660,990,2658,960,2785,950,"[0,0,0,0,0,0,1]"
2018081310175701_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2137,1487,2162,1256,2300,1271,2275,1502,"[0,0,0,1,0,0,0]",1,2451,2916,2073,2779,2089,2735,2467,2873,"[0,0,0,0,1,0,0]",1,2317,2098,2239,2071,2252,2032,2331,2060,"[0,0,0,0,0,1,0]",1,2199,2056,2119,2027,2131,1995,2210,2024,"[0,0,0,0,0,0,1]"
2018081310190710_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2378,1827,2353,1544,2462,1535,2487,1818,"[0,0,0,1,0,0,0]",1,2166,2663,2147,2241,2194,2239,2212,2661,"[0,0,0,0,1,0,0]",1,2916,2249,2911,2152,2945,2150,2950,2247,"[0,0,0,0,0,1,0]",1,2907,2120,2907,2028,2945,2028,2945,2120,"[0,0,0,0,0,0,1]"
2018081310191313_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2331,1569,2336,1372,2447,1375,2443,1572,"[0,0,0,1,0,0,0]",1,2057,2658,2050,2288,2119,2287,2126,2656,"[0,0,0,0,1,0,0]",1,2840,2300,2836,2219,2875,2217,2879,2298,"[0,0,0,0,0,1,0]",1,2839,2184,2838,2069,2872,2069,2873,2183,"[0,0,0,0,0,0,1]"
